project_id,num_floors,floor_area_sqm,built_up_area_sqft,room_count,bathroom_count,foundation_excavation_m3,foundation_concrete_m3,total_concrete_m3,steel_kg_estimate,total_brickwork_m3,roof_area_sqm,floor_tile_sqm,wall_plaster_sqm,paint_sqm,electrical_points,total_plumbing_fixtures,total_labour_days,structural_complexity_score,foundation_days,structure_days,masonry_days,roofing_days,electrical_days,plumbing_days,plastering_days,finishing_days,painting_days,external_work_days,handover_days,total_duration_days
RP0443,3,219.19,2359.34,6,4,110.66,53.47,184.85,32501.19,177.08,254.05,496.45,1841.67,1632.99,61,22,2105,2.34,38,147,78,20,18,21,70,34,44,9,5,359
RP0444,1,268.84,2893.77,5,2,97.26,43.16,87.8,9730.06,61.56,308.6,199.64,819.54,792.71,35,10,786,1.438,31,58,33,22,11,13,32,19,23,12,5,174
RP0445,1,258.03,2777.41,5,2,101.21,40.78,86.74,9450.66,55.75,280.47,206.6,688.78,662.27,38,10,819,1.436,29,59,30,19,10,11,31,23,19,10,4,168
RP0446,3,290.88,3131.0,7,4,163.94,66.15,219.96,46351.14,232.7,315.34,696.58,2781.28,2404.41,55,19,2418,2.487,49,187,101,24,17,19,105,44,62,11,5,479
RP0447,3,158.0,1700.7,6,4,90.18,38.27,117.97,20692.4,124.37,188.41,433.16,1237.86,1128.31,64,22,1398,2.16,31,105,58,14,18,21,50,32,31,8,4,264
RP0448,2,363.15,3908.91,8,4,170.28,71.27,187.42,31377.74,201.98,413.54,592.94,2248.78,2080.01,69,19,2367,2.062,48,141,87,29,18,20,84,40,55,13,5,395
RP0449,2,321.92,3465.11,8,3,139.78,65.05,181.71,25762.31,174.92,353.4,591.3,2022.29,1988.63,58,14,1923,2.161,44,124,77,24,15,14,76,39,52,11,4,356
RP0450,2,330.23,3554.56,7,4,155.51,66.02,184.46,26585.9,161.52,362.1,530.48,1829.56,1734.56,54,18,1983,2.023,47,128,74,24,15,18,70,38,46,13,5,350
RP0451,1,368.81,3969.83,7,2,144.5,61.21,125.39,13918.76,93.68,471.01,289.56,1062.73,905.99,50,10,1195,1.663,40,77,44,32,12,11,41,25,26,11,5,222
RP0452,3,215.1,2315.31,6,3,117.95,48.68,159.22,32520.46,166.06,266.82,591.76,1945.25,1709.71,50,16,1962,2.302,38,139,71,21,16,15,75,39,47,13,5,357
RP0453,2,189.88,2043.85,3,3,80.82,35.26,97.63,16375.21,81.59,233.48,296.12,1001.75,923.82,28,14,1167,1.739,30,82,38,16,11,14,44,20,28,10,3,215
RP0454,3,365.72,3936.57,8,4,199.48,90.39,287.64,49970.89,301.42,378.56,820.94,3264.63,3183.67,67,20,3375,2.658,61,209,124,27,18,18,120,50,83,14,6,565
RP0455,1,274.58,2955.55,5,1,94.74,42.86,91.28,9830.9,60.03,334.74,236.75,754.14,764.95,29,6,799,1.428,28,57,31,22,8,8,31,27,21,10,4,170
RP0456,2,183.5,1975.18,5,3,87.45,32.7,94.6,16778.19,92.9,212.58,282.1,1049.4,1052.36,43,18,1008,1.823,29,82,46,17,13,18,44,22,29,9,4,221
RP0457,1,160.85,1731.37,3,1,51.0,24.46,48.68,5072.93,35.63,172.36,135.62,402.94,367.16,24,6,486,1.323,17,38,21,13,8,8,22,17,13,6,4,113
RP0458,2,133.93,1441.61,6,4,57.86,29.08,79.74,9752.13,69.34,158.71,215.38,692.07,643.01,54,19,926,1.817,24,64,38,16,16,18,31,25,20,10,4,175
RP0459,2,131.51,1415.56,3,2,59.87,26.42,69.99,12021.84,60.53,148.08,222.43,705.19,705.85,32,11,806,1.619,23,66,31,14,11,11,30,22,22,7,4,170
RP0460,3,178.64,1922.86,5,4,87.87,45.5,144.29,26013.57,131.38,210.88,414.0,1448.92,1491.34,55,20,1674,2.296,33,124,59,18,17,20,57,27,38,10,3,296
RP0461,3,199.02,2142.23,6,4,89.56,48.86,139.81,30755.26,164.53,250.03,534.59,1824.79,1684.86,47,20,1875,2.397,34,133,73,20,18,18,72,34,44,9,4,339
RP0462,3,123.33,1327.51,6,3,65.24,29.5,97.83,17684.38,89.93,135.65,290.41,1094.81,942.62,65,16,1195,2.228,24,92,43,14,19,15,45,28,27,8,4,226
RP0463,2,205.05,2207.14,5,2,87.69,40.79,111.42,17587.09,95.07,241.04,325.21,1065.34,876.69,36,10,1273,1.807,30,87,45,18,11,13,43,27,25,10,5,224
RP0464,2,268.12,2886.02,6,3,124.87,53.38,148.5,23786.53,142.87,319.95,468.57,1330.91,1288.76,49,14,1532,1.98,38,110,66,22,15,14,54,34,36,9,4,290
RP0465,2,130.23,1401.78,4,3,54.14,25.45,79.31,11375.39,63.12,141.08,230.24,701.84,579.07,38,15,806,1.682,23,64,33,14,12,14,32,23,19,6,4,168
RP0466,3,348.24,3748.42,8,3,193.2,91.33,280.69,54321.78,295.24,369.06,849.66,2959.86,2869.09,69,15,3540,2.557,61,217,123,26,19,16,111,44,73,13,4,549
RP0467,2,197.46,2125.44,7,3,88.99,39.38,107.99,14912.87,103.57,218.79,343.83,1145.99,1105.88,52,14,1319,1.822,29,81,52,16,15,15,47,26,30,9,5,230
RP0468,1,379.84,4088.56,7,3,142.32,58.2,123.2,13466.3,107.87,439.32,282.83,1208.31,1029.65,55,14,1134,1.65,37,77,52,29,13,13,48,28,28,13,4,233
RP0469,3,193.67,2084.64,6,4,95.15,47.37,151.82,30813.13,148.96,220.95,476.08,1743.08,1610.38,61,20,1801,2.327,35,136,67,19,18,20,69,34,44,11,5,338
RP0470,1,326.02,3509.25,7,3,125.1,50.53,121.94,9971.56,89.36,381.92,236.26,911.06,799.34,48,13,1021,1.569,36,67,43,24,13,14,38,27,25,12,6,205
RP0471,2,271.12,2918.31,4,3,118.75,56.13,151.66,21825.83,119.6,337.89,489.51,1426.86,1410.68,39,16,1527,1.834,39,108,53,25,14,15,58,28,39,10,4,287
RP0472,2,256.83,2764.49,6,2,125.41,51.09,158.7,21074.32,141.03,292.85,453.8,1565.42,1310.24,40,10,1674,1.876,39,106,63,22,12,11,61,32,36,10,5,293
RP0473,1,379.62,4086.19,8,3,135.76,63.45,132.21,12371.56,109.93,427.47,312.81,1109.63,972.34,53,14,1202,1.68,42,75,54,29,15,15,44,31,29,13,6,237
RP0474,1,195.23,2101.44,6,3,74.45,32.22,65.05,7354.26,45.46,228.0,142.78,560.89,556.47,50,14,601,1.322,25,48,26,19,13,15,26,22,20,7,4,145
RP0475,3,275.64,2966.96,8,4,155.24,67.35,231.44,40372.85,235.23,327.11,741.32,2326.08,2104.49,73,22,2557,2.493,50,176,102,25,20,20,89,44,54,10,5,445
RP0476,2,212.98,2292.5,4,3,100.36,46.88,126.37,17142.54,100.89,247.62,386.01,1110.92,973.24,42,16,1341,1.906,34,90,45,18,13,13,44,28,27,9,4,234
RP0477,3,187.63,2019.63,7,4,95.14,47.91,151.16,25234.45,169.71,202.83,412.49,1553.16,1413.58,67,22,1678,2.311,36,123,75,17,19,20,61,32,40,10,4,316
RP0478,3,263.39,2835.1,6,4,133.51,66.06,208.49,36464.79,203.32,301.55,659.34,2223.97,2186.26,58,21,2435,2.408,45,162,86,25,18,18,85,41,57,10,4,414
RP0479,3,306.42,3298.27,6,4,152.69,71.72,219.74,46353.04,220.44,355.16,826.13,2509.85,2173.74,60,21,2551,2.406,49,187,94,27,18,19,96,46,57,13,4,461
RP0480,2,80.42,865.63,5,3,31.76,14.26,47.7,6880.33,37.25,94.27,128.85,421.5,364.66,37,13,487,1.748,17,52,23,10,12,13,22,20,14,4,4,130
RP0481,1,134.32,1445.81,2,1,46.73,19.89,41.64,4811.34,26.05,140.95,116.83,361.15,316.14,18,5,417,1.287,19,36,17,12,7,7,17,17,11,7,4,106
RP0482,1,125.32,1348.93,4,2,46.59,20.64,42.1,4230.13,28.26,157.06,97.09,334.85,322.17,34,9,427,1.233,18,31,19,13,10,10,15,14,11,7,2,94
RP0483,2,236.21,2542.54,6,4,103.26,49.22,134.4,19585.69,125.67,292.76,399.98,1313.82,1244.96,52,21,1583,1.851,35,96,58,21,15,19,52,32,35,9,4,265
RP0484,3,266.52,2868.79,7,3,145.35,61.96,198.45,38642.92,206.88,339.78,716.41,2405.58,2252.47,61,17,2480,2.448,44,162,89,24,17,17,92,41,58,11,5,424
RP0485,3,399.41,4299.21,8,3,203.63,95.27,314.88,64344.71,298.97,405.42,917.73,3216.76,2788.9,64,18,3434,2.654,61,247,126,28,18,17,119,51,72,14,5,591
RP0486,3,394.27,4243.88,8,4,210.61,89.73,309.1,58847.29,291.42,495.86,983.93,3338.12,3359.67,61,22,3821,2.57,60,234,124,33,18,21,123,50,83,15,5,591
RP0487,1,247.24,2661.27,4,1,91.82,39.83,85.51,7910.24,53.68,282.14,219.46,619.64,529.26,29,6,711,1.394,29,54,27,20,11,8,26,24,17,9,4,157
RP0488,2,271.46,2921.97,8,4,106.74,51.62,161.09,24021.56,164.44,300.88,442.27,1651.71,1532.17,63,21,1867,1.999,34,119,73,22,18,19,65,36,41,10,5,317
RP0489,3,356.56,3837.98,8,5,184.63,88.17,251.99,50479.25,300.33,435.19,788.35,3337.14,2879.49,71,25,3461,2.529,56,203,126,30,19,23,125,46,73,14,5,547
RP0490,2,300.73,3237.03,8,4,126.57,61.56,165.09,24573.01,151.93,333.44,538.66,1699.51,1651.59,75,19,1910,1.997,44,118,66,26,17,18,64,39,45,9,5,326
RP0491,3,331.81,3571.57,7,4,166.38,74.9,260.67,50518.15,245.99,408.22,754.77,2922.58,2620.18,63,19,2928,2.512,51,205,105,28,18,20,111,46,68,12,5,514
RP0492,2,168.73,1816.19,5,3,78.95,34.9,96.51,14136.94,77.68,186.79,297.98,886.58,804.36,48,15,996,1.867,28,77,40,15,14,13,36,25,21,10,4,198
RP0493,2,102.16,1099.64,6,4,45.31,19.77,56.93,8234.46,51.25,123.21,151.08,538.72,527.57,50,19,687,1.671,18,55,29,13,15,20,25,24,17,7,5,147
RP0494,1,359.39,3868.44,7,2,138.21,61.37,122.32,12017.32,89.73,395.24,303.02,1074.36,918.8,55,9,1161,1.706,38,75,46,26,13,9,45,27,26,12,4,222
RP0495,1,178.74,1923.94,5,2,62.64,28.51,58.37,6038.1,41.33,227.23,149.3,468.62,452.99,37,11,570,1.306,22,43,24,18,11,12,22,20,16,9,5,130
RP0496,3,194.43,2092.83,6,4,112.75,44.41,153.57,27413.26,151.51,225.98,463.54,1716.18,1639.17,59,23,1826,2.287,37,128,70,18,17,22,67,31,43,8,4,328
RP0497,3,202.65,2181.3,8,4,99.73,50.79,171.37,30494.8,172.05,234.41,449.3,1847.12,1525.08,68,20,1952,2.36,37,140,77,18,19,18,71,37,43,11,5,351
RP0498,3,305.77,3291.28,8,3,143.68,74.8,229.43,44922.53,263.3,340.18,670.59,2651.91,2473.5,72,17,2751,2.468,50,183,110,25,19,15,101,41,64,12,5,478
RP0499,2,377.29,4061.11,8,4,187.25,68.27,187.92,35025.92,214.19,422.96,595.64,2290.01,2298.59,67,18,2413,2.165,52,150,93,27,19,17,87,42,60,14,5,420
RP0500,3,177.46,1910.16,5,3,91.18,42.34,150.91,25680.63,111.48,218.27,463.85,1432.04,1419.52,58,17,1627,2.169,35,123,50,17,17,17,57,30,39,9,4,296
RP0501,3,343.15,3693.63,8,4,181.06,83.71,262.71,49820.09,303.99,394.01,847.69,3207.22,3208.19,79,19,3223,2.6,57,205,125,28,22,18,119,47,82,13,4,552
RP0502,2,86.58,931.94,4,2,40.04,17.32,44.25,7861.56,39.52,85.36,143.6,475.24,465.58,40,12,540,1.682,18,52,25,10,14,12,23,23,17,8,4,138
RP0503,1,282.48,3040.59,6,1,95.08,46.12,91.33,10953.21,73.54,327.13,224.13,727.36,735.86,38,5,848,1.479,29,61,38,23,11,8,29,22,22,10,4,174
RP0504,1,214.66,2310.58,5,2,77.31,33.45,70.08,7030.85,50.3,252.33,156.54,605.55,542.49,33,9,647,1.364,26,50,31,17,12,12,26,22,19,8,4,150
RP0505,3,159.94,1721.58,5,2,79.63,36.32,125.28,21463.86,120.73,179.43,382.1,1240.98,1032.08,48,13,1383,2.261,28,109,56,15,16,14,52,28,28,8,4,262
RP0506,1,102.4,1102.22,3,1,35.69,16.37,32.57,3817.18,21.93,114.04,81.32,283.67,272.4,23,5,325,1.163,15,30,18,10,8,6,15,13,10,6,4,90
RP0507,2,297.72,3204.63,7,3,138.88,60.5,166.35,24726.52,156.17,332.4,433.36,1799.0,1730.34,64,14,1663,2.037,43,115,69,24,17,14,68,32,44,11,4,323
RP0508,2,357.38,3846.8,8,4,139.93,75.21,197.64,30445.53,186.16,480.96,551.92,2087.99,1720.44,56,21,2046,2.118,45,137,83,31,17,19,78,36,47,11,4,370
RP0509,3,383.08,4123.43,8,4,203.16,89.12,289.2,57274.61,292.22,447.5,945.11,3497.41,3006.25,80,23,3375,2.494,60,225,125,32,21,20,129,50,76,15,4,581
RP0510,1,196.63,2116.51,3,1,71.58,29.76,61.21,6498.26,39.63,216.7,177.98,484.07,424.93,23,6,619,1.307,22,45,22,15,8,9,21,19,14,7,3,126
RP0511,3,132.95,1431.06,5,2,71.22,29.74,99.73,19887.04,91.23,151.6,294.84,1116.9,917.1,52,12,1259,2.175,30,97,44,15,16,13,47,25,27,8,4,238
RP0512,2,381.26,4103.84,7,4,175.3,77.93,219.63,32559.19,206.23,433.46,637.49,2104.78,1821.01,66,16,2345,2.176,53,148,91,29,16,17,80,38,48,13,4,396
RP0513,2,258.35,2780.85,7,2,100.06,50.08,151.65,20156.98,142.16,325.91,386.56,1568.13,1558.87,47,11,1706,1.979,34,104,65,23,14,11,61,29,41,11,5,291
RP0514,3,337.04,3627.86,7,4,176.28,77.22,275.78,51873.48,285.4,395.08,911.33,3198.6,2969.59,57,22,3374,2.505,54,211,121,26,17,19,117,51,75,14,5,547
RP0515,1,342.09,3682.22,6,2,122.78,52.81,107.53,12119.82,83.34,411.29,282.74,982.34,970.69,50,10,1035,1.652,34,69,42,28,14,9,41,25,26,12,4,206
RP0516,1,212.45,2286.79,6,2,75.83,31.24,71.74,8059.45,49.55,234.16,160.46,613.63,622.77,45,10,651,1.482,26,54,30,17,12,10,25,22,20,10,4,153
RP0517,1,283.0,3046.18,5,2,102.75,46.09,100.02,10264.81,64.5,349.33,209.8,787.36,651.41,41,9,882,1.541,31,62,32,22,12,12,31,22,21,10,5,176
RP0518,1,288.35,3103.77,5,2,96.68,48.32,106.2,10943.73,71.03,329.32,240.19,857.31,832.85,37,9,932,1.479,34,66,36,22,11,11,34,25,27,9,5,195
RP0519,2,114.67,1234.3,6,3,51.75,23.01,63.6,9271.69,57.67,146.15,194.62,636.9,527.0,58,13,725,1.784,19,58,32,12,16,15,28,19,16,7,4,150
RP0520,3,243.34,2619.29,7,5,117.79,61.77,205.37,36269.86,189.88,275.31,633.83,2184.21,2042.78,74,23,2296,2.404,42,159,83,21,21,23,83,40,53,10,4,401
RP0521,2,351.08,3778.99,7,3,167.55,68.74,183.7,29330.69,206.32,406.24,590.93,1801.61,1772.76,59,15,2100,2.031,47,131,88,27,17,14,67,40,47,12,5,359
RP0522,1,251.35,2705.51,5,2,88.85,35.76,85.75,8704.3,62.75,278.52,187.29,704.63,717.89,34,9,859,1.405,28,54,33,20,10,11,30,23,21,9,5,164
RP0523,3,344.87,3712.15,8,5,190.64,77.79,264.25,54415.27,290.22,372.84,869.98,2971.08,2498.66,69,20,3523,2.484,55,212,122,26,20,19,111,48,67,13,5,534
RP0524,1,134.58,1448.61,4,1,53.33,20.94,40.36,4380.78,32.39,155.34,113.31,345.37,296.25,28,6,418,1.257,20,37,20,12,11,8,17,18,13,7,4,111
RP0525,2,172.86,1860.65,5,3,78.49,36.95,99.22,15121.67,87.97,205.84,253.86,1043.77,983.21,44,15,972,1.782,30,78,43,15,14,14,41,25,28,8,4,214
RP0526,2,299.78,3226.8,6,2,136.17,64.34,163.03,24701.11,161.75,342.7,530.66,1729.09,1437.71,45,11,1700,2.052,45,116,72,25,14,11,67,33,39,11,4,323
RP0527,2,276.99,2981.49,5,3,116.82,52.33,163.3,21884.14,122.69,320.56,413.35,1520.5,1549.62,48,15,1706,1.889,36,108,57,24,15,13,58,29,42,9,4,289
RP0528,2,389.69,4194.58,8,3,154.6,73.15,195.52,32881.33,220.06,480.47,576.2,2558.45,2124.65,61,16,2132,2.206,49,142,94,31,17,14,95,38,55,14,4,410
RP0529,2,296.82,3194.94,8,3,137.43,67.31,184.77,24800.12,154.88,346.3,525.79,1712.84,1470.02,55,13,1763,2.027,42,120,69,24,15,13,66,37,40,11,5,324
RP0530,3,285.69,3075.14,8,4,131.72,67.76,225.8,41930.2,223.22,322.36,723.52,2337.78,2320.82,72,20,2593,2.426,47,174,94,23,20,18,90,48,61,12,5,446
RP0531,1,304.48,3277.39,5,1,111.14,45.19,100.36,10097.18,68.39,338.88,245.14,830.29,806.25,34,5,859,1.592,34,65,36,23,12,7,33,21,23,10,4,186
RP0532,1,251.65,2708.74,6,1,84.31,37.89,82.73,9366.32,65.09,273.56,188.94,740.34,697.09,43,6,777,1.429,27,54,34,21,11,9,30,28,22,9,4,167
RP0533,3,158.39,1704.89,6,4,85.6,36.17,113.56,23616.89,121.38,176.05,409.34,1443.55,1238.59,65,23,1338,2.247,29,109,58,16,18,20,56,32,34,11,5,276
RP0534,3,177.29,1908.33,6,3,84.62,44.49,137.53,27551.05,135.12,194.29,478.76,1488.74,1445.27,52,17,1649,2.369,34,126,63,17,17,16,58,34,41,8,5,311
RP0535,2,345.59,3719.9,7,3,149.39,64.86,207.62,27651.11,171.59,395.98,511.74,2128.99,1838.9,57,14,2116,2.157,44,132,76,27,16,14,79,33,48,12,5,362
RP0536,1,205.89,2216.18,5,2,66.39,31.83,73.14,7997.41,56.19,234.44,176.91,602.29,607.91,40,10,659,1.414,23,50,29,16,11,11,26,25,20,8,4,148
RP0537,3,362.76,3904.71,8,4,182.63,84.61,276.47,55423.84,307.7,451.31,830.44,3344.93,3405.79,66,22,3099,2.525,58,217,129,30,20,21,125,50,86,16,5,580
RP0538,3,345.35,3717.31,8,4,161.73,84.49,252.2,43074.09,280.05,364.41,871.56,2966.0,2593.37,65,21,3177,2.608,55,187,117,26,19,19,110,53,66,12,5,506
RP0539,3,124.2,1336.88,6,3,66.61,28.62,92.8,16223.42,95.53,137.2,310.17,1051.33,903.02,52,15,1163,2.211,29,86,46,13,15,15,44,28,27,7,5,226
RP0540,1,306.22,3296.12,7,3,110.68,50.38,107.95,10653.9,81.9,357.72,247.19,928.62,935.9,57,14,957,1.552,36,66,44,26,13,13,34,28,28,11,4,202
RP0541,1,164.75,1773.35,5,2,58.87,27.92,59.39,5355.6,42.84,183.02,123.27,490.64,411.32,41,9,552,1.396,20,41,27,14,11,10,23,20,12,10,4,129
RP0542,1,290.55,3127.45,6,2,98.01,44.62,102.66,9222.08,75.16,314.69,251.42,783.01,718.21,42,9,940,1.515,31,60,38,22,12,10,34,23,22,11,5,181
RP0543,1,360.03,3875.33,7,2,135.2,58.31,128.2,12512.59,98.84,420.29,331.04,1040.65,943.63,45,10,1085,1.603,42,74,47,27,12,11,43,29,29,11,5,229
RP0544,2,318.63,3429.7,8,4,140.15,55.83,168.87,28517.36,185.35,367.98,463.94,1837.18,1824.69,58,20,2045,2.073,40,127,79,26,16,18,70,37,51,11,5,349
RP0545,1,181.72,1956.02,5,2,66.73,28.36,63.77,6243.63,43.36,215.91,160.53,507.65,448.37,37,9,541,1.289,25,41,27,15,12,8,23,23,16,7,3,134
RP0546,2,394.15,4242.59,8,3,153.99,79.95,207.39,33917.69,212.09,463.02,644.91,2306.65,2038.74,63,15,2366,2.188,49,147,93,31,16,14,88,41,54,16,5,408
RP0547,3,234.05,2519.29,8,4,136.46,55.39,181.95,32540.83,204.12,296.17,605.09,2157.02,2185.02,73,20,2177,2.387,41,147,88,22,20,20,82,38,56,8,4,391
RP0548,2,232.38,2501.32,5,2,103.84,46.8,125.93,19612.9,114.99,260.61,363.84,1284.32,1240.37,47,12,1411,1.882,34,93,51,19,14,13,52,27,35,9,4,255
RP0549,1,149.81,1612.54,4,2,58.13,23.94,50.9,4602.37,33.36,171.16,111.14,400.68,389.24,32,9,520,1.296,21,38,24,15,11,11,20,19,12,7,4,119
RP0550,2,182.42,1963.55,5,2,86.27,37.33,90.57,14793.35,92.19,211.48,267.17,935.25,867.36,41,10,1045,1.739,29,78,45,17,14,11,39,25,25,11,3,208
RP0551,2,189.56,2040.4,6,3,78.13,36.16,109.06,17081.36,104.94,225.17,346.47,999.57,837.73,56,15,1207,1.855,28,85,50,17,15,15,41,29,25,10,4,221
RP0552,2,310.81,3345.53,7,3,145.26,60.25,177.89,23406.14,162.93,393.56,449.23,1863.9,1912.46,54,14,1859,2.142,43,117,71,26,16,14,69,35,52,12,6,338
RP0553,2,156.05,1679.71,5,4,60.23,32.54,86.75,12812.3,68.37,173.45,232.12,839.77,751.89,53,19,894,1.779,24,73,33,14,15,18,37,23,22,11,4,186
RP0554,1,84.84,913.21,3,2,32.23,13.85,30.69,3155.41,18.55,101.23,67.23,247.18,237.46,26,9,303,1.13,17,30,15,10,10,12,15,13,10,6,3,89
RP0555,1,108.02,1162.72,5,3,39.5,18.32,34.55,3679.45,29.06,119.57,97.45,312.23,280.21,41,13,383,1.196,16,33,20,10,10,13,17,19,11,5,4,103
RP0556,2,334.69,3602.57,8,3,141.3,65.32,177.38,27417.0,193.8,395.52,495.45,1970.92,1769.61,59,14,2101,2.141,45,125,84,26,16,16,75,38,48,12,6,358
RP0557,1,290.05,3122.07,6,2,101.83,44.45,101.65,10165.14,77.25,324.39,246.76,952.19,858.83,39,9,884,1.591,30,65,39,22,12,10,37,26,27,10,5,194
RP0558,1,143.3,1542.47,4,2,49.54,21.56,46.48,5117.24,36.82,173.61,112.34,395.93,401.6,38,9,491,1.298,19,42,21,15,11,11,19,18,15,7,4,118
RP0559,2,355.11,3822.37,7,3,162.44,65.36,196.83,30997.15,161.03,429.46,572.56,2149.66,2076.48,51,13,2202,2.123,48,137,73,27,14,14,82,40,54,12,4,379
RP0560,2,379.54,4085.33,8,4,164.6,75.9,219.97,30913.83,205.84,419.52,547.39,2176.4,2110.31,65,19,2357,2.086,49,143,91,27,19,18,83,40,57,13,5,401
RP0561,3,290.15,3123.15,8,4,144.44,66.96,218.49,43829.95,249.79,315.66,765.18,2580.72,2248.98,68,20,2591,2.424,47,178,105,25,18,19,96,43,58,11,5,457
RP0562,1,228.65,2461.17,6,3,81.11,37.44,82.02,8844.65,61.32,274.4,177.7,637.73,557.91,42,14,732,1.358,27,57,34,19,14,14,28,19,17,10,4,160
RP0563,2,250.09,2691.94,5,3,117.21,49.7,150.66,19420.52,113.04,290.66,437.0,1371.69,1249.16,46,15,1428,1.889,37,100,51,22,16,17,55,28,34,11,4,268
RP0564,1,112.75,1213.63,2,1,38.53,17.82,39.25,4305.74,21.22,131.14,86.21,262.25,266.8,20,5,331,1.191,17,39,14,13,8,7,15,16,13,7,4,103
RP0565,2,298.81,3216.36,6,3,111.72,60.46,170.31,24756.54,148.75,353.22,536.93,1650.03,1692.78,49,16,1924,1.94,40,119,65,24,16,15,64,34,46,10,4,321
RP0566,3,293.02,3154.04,7,4,142.36,70.23,215.4,44737.17,243.59,325.5,801.12,2537.91,2183.12,66,19,2582,2.438,46,181,104,25,20,19,96,41,57,10,3,454
RP0567,3,94.59,1018.16,5,4,48.45,24.28,81.26,14332.35,64.94,103.49,247.08,739.4,629.16,54,18,862,2.099,23,80,33,11,15,17,33,26,21,8,5,189
RP0568,1,172.11,1852.57,3,2,58.41,27.92,62.05,6648.83,37.73,196.75,154.24,438.3,386.67,30,10,514,1.24,23,46,22,15,10,10,21,19,14,7,3,128
RP0569,2,379.64,4086.41,8,3,170.1,77.2,219.17,33557.87,215.27,463.78,678.64,2507.38,2220.93,63,14,2305,2.188,51,147,96,29,17,12,94,42,59,13,5,424
RP0570,2,100.97,1086.83,4,2,45.41,20.92,58.03,8818.02,43.56,120.42,185.27,552.36,562.93,41,12,653,1.694,19,56,23,13,13,11,26,25,20,6,3,146
RP0571,1,100.31,1079.73,4,2,39.89,17.04,38.17,3801.35,24.88,111.72,92.2,268.67,251.27,31,10,342,1.116,16,34,19,9,10,12,17,21,11,5,5,106
RP0572,2,193.07,2078.19,5,2,88.17,39.3,98.22,16833.46,83.95,212.47,320.39,1114.46,1140.94,47,11,1146,1.83,30,87,40,17,13,10,45,27,32,7,4,229
RP0573,2,147.48,1587.46,4,2,66.51,28.2,81.85,13047.72,62.52,179.58,260.89,833.04,758.96,36,11,881,1.793,22,72,33,16,11,11,36,21,21,9,3,179
RP0574,1,102.34,1101.58,2,1,36.65,15.41,29.79,3909.27,21.19,127.68,75.36,252.75,226.25,21,6,290,1.273,13,34,14,13,9,9,15,11,8,8,2,87
RP0575,2,258.76,2785.27,6,3,112.47,55.44,158.93,21938.84,125.72,270.11,375.54,1518.74,1542.48,54,15,1683,1.901,36,110,55,20,15,14,60,30,43,11,5,294
RP0576,3,168.21,1810.6,5,3,86.56,42.61,134.07,25284.66,110.92,201.09,456.96,1501.96,1294.14,54,17,1492,2.241,34,120,51,19,16,15,58,29,35,9,4,289
RP0577,3,99.07,1066.38,5,3,55.91,21.96,76.59,14404.56,74.68,116.4,222.85,874.26,785.77,58,17,926,2.169,24,80,38,12,18,16,38,21,24,8,5,199
RP0578,2,361.49,3891.04,8,3,152.33,73.95,201.39,31188.68,196.73,418.49,588.59,2212.22,2161.93,67,14,2312,2.144,48,143,85,29,19,14,83,37,56,11,5,395
RP0579,1,392.4,4223.75,8,4,138.68,60.28,132.48,13709.07,116.01,509.07,348.99,1161.34,1072.06,55,18,1416,1.628,38,75,55,33,15,18,47,31,31,14,5,237
RP0580,2,95.06,1023.22,5,3,44.34,18.82,53.38,8164.5,46.42,112.59,143.83,536.63,460.24,48,16,536,1.638,21,55,27,12,16,17,26,19,15,4,4,143
RP0581,1,191.56,2061.93,5,2,65.55,30.4,61.71,7410.98,42.38,208.38,168.9,526.73,537.69,35,10,607,1.345,25,48,26,15,10,11,26,23,19,7,3,143
RP0582,2,259.2,2790.0,8,4,111.67,45.73,131.33,22291.46,145.12,283.59,450.97,1389.91,1351.31,61,19,1581,2.001,34,104,69,22,17,18,53,34,37,10,4,282
RP0583,1,331.46,3567.8,8,2,128.21,51.33,120.87,11525.19,89.36,352.84,271.75,905.81,825.36,59,10,1083,1.6,36,73,47,24,14,12,37,26,25,11,4,210
RP0584,1,324.56,3493.53,5,2,112.84,50.1,105.34,10787.82,79.05,370.14,257.23,885.6,747.04,40,9,1003,1.535,34,64,38,25,10,12,38,23,22,12,3,190
RP0585,2,334.5,3600.52,8,3,145.6,74.25,189.68,30062.2,191.59,385.02,504.29,1741.66,1741.26,59,16,2197,2.094,48,130,85,26,17,16,68,39,46,12,5,358
RP0586,2,136.77,1472.18,3,2,62.11,27.31,74.64,10835.61,57.96,158.31,230.06,733.31,703.94,32,12,855,1.714,21,64,31,14,13,14,32,21,21,7,3,165
RP0587,3,137.29,1477.78,6,4,70.01,34.62,110.64,20132.34,103.15,155.57,338.75,1123.14,1022.99,59,21,1202,2.226,30,103,47,16,17,20,48,29,29,9,3,249
RP0588,3,148.0,1593.06,7,4,75.71,34.53,111.11,23159.21,118.75,183.36,347.87,1327.44,1251.9,63,21,1367,2.327,29,108,54,17,18,20,53,30,36,10,5,271
RP0589,1,310.98,3347.36,6,2,117.62,49.03,99.51,10751.1,75.15,356.76,268.76,834.09,767.2,41,9,922,1.593,37,62,37,25,13,10,35,29,24,9,4,192
RP0590,3,387.74,4173.59,8,5,190.04,94.35,310.4,59052.16,272.37,402.68,945.93,3443.62,2953.63,77,25,3518,2.591,60,236,116,28,21,24,126,51,76,13,5,585
