project_id,district,construction_type,soil_type,built_up_area_sqft,num_floors,num_rooms,num_bathrooms,total_cost_lkr,labor_hours_total,material_cost_lkr,contractor_experience_years,start_month,num_workers,had_delays,preconstruction_weeks,siteprep_weeks,foundation_weeks,structure_weeks,envelope_weeks,mep_weeks,finishes_weeks,external_weeks,total_weeks
PRJ-0384,Puttalam,Commercial,Loam,5615.0,1.0,3.0,1.0,56338000.0,5941.0,36330000.0,14.0,2.0,36.0,0,4.4,1.9,3.1,5.6,3.2,2.0,5.2,2.3,27.7
PRJ-0385,Ampara,Industrial,Rocky,1872.0,3.0,14.0,6.0,55413000.0,4802.0,30991000.0,2.0,1.0,53.0,0,6.1,2.4,5.2,8.0,3.7,4.0,6.3,1.9,37.6
PRJ-0386,Monaragala,Residential,Loam,4025.0,5.0,15.0,7.0,118888000.0,16716.0,72433000.0,8.0,5.0,11.0,0,6.3,1.7,4.9,11.3,5.6,4.9,7.6,1.8,44.1
PRJ-0387,Ratnapura,Commercial,Sandy,13946.0,4.0,8.0,4.0,519108000.0,105113.0,286481000.0,3.0,12.0,50.0,0,6.0,3.2,6.2,12.8,7.1,3.6,7.9,3.7,50.5
PRJ-0388,Gampaha,Residential,Alluvial,2116.0,2.0,4.0,1.0,23463000.0,4182.0,14093000.0,23.0,6.0,15.0,0,4.5,1.5,3.4,5.9,3.0,2.4,5.0,1.4,27.1
PRJ-0389,Jaffna,Residential,Loam,6499.0,5.0,15.0,5.0,148330000.0,47274.0,92085000.0,21.0,6.0,32.0,1,5.9,2.0,5.6,12.7,6.3,4.5,8.3,2.1,47.4
PRJ-0390,Gampaha,Residential,Laterite,13137.0,4.0,9.0,3.0,417210000.0,86613.0,267854000.0,3.0,9.0,58.0,0,6.0,3.0,5.9,12.6,7.0,3.5,7.8,3.3,49.1
PRJ-0391,Kurunegala,Industrial,Sandy,7607.0,3.0,6.0,3.0,233449000.0,31942.0,130739000.0,1.0,4.0,45.0,0,6.1,2.4,4.9,8.9,5.0,3.2,6.5,2.7,39.7
PRJ-0392,Matara,Commercial,Sandy,7474.0,5.0,21.0,11.0,370447000.0,31314.0,228749000.0,24.0,1.0,27.0,1,5.9,2.5,6.4,14.0,6.6,6.0,9.2,2.6,53.2
PRJ-0393,Colombo,Residential,Clay,4483.0,4.0,13.0,4.0,83836000.0,34015.0,45262000.0,19.0,6.0,49.0,0,5.5,2.3,5.4,10.0,4.9,4.0,6.9,1.8,40.8
PRJ-0394,Hambantota,Residential,Rocky,8027.0,1.0,2.0,1.0,66360000.0,6540.0,43038000.0,18.0,5.0,27.0,1,4.1,3.1,5.4,6.8,3.9,2.0,5.5,2.4,33.2
PRJ-0395,Kilinochchi,Industrial,Sandy,4073.0,1.0,4.0,2.0,41557000.0,7603.0,20939000.0,17.0,10.0,54.0,0,5.7,2.1,3.5,5.2,2.7,2.2,4.9,2.2,28.5
PRJ-0396,Monaragala,Residential,Laterite,7800.0,2.0,4.0,2.0,109750000.0,31990.0,64811000.0,20.0,6.0,32.0,0,4.6,2.4,4.3,7.9,4.3,2.6,6.0,2.3,34.4
PRJ-0397,Trincomalee,Industrial,Loam,945.0,4.0,19.0,11.0,38689000.0,5315.0,23172000.0,29.0,3.0,47.0,0,5.9,1.3,4.0,9.3,4.0,5.5,7.0,1.6,38.6
PRJ-0398,Galle,Residential,Alluvial,5810.0,1.0,2.0,1.0,48746000.0,9004.0,29404000.0,24.0,2.0,51.0,1,3.1,2.0,3.4,5.8,3.4,2.0,5.1,2.0,26.8
PRJ-0399,Jaffna,Residential,Clay,3840.0,3.0,13.0,5.0,82267000.0,16909.0,42619000.0,13.0,6.0,30.0,0,5.3,2.3,4.8,8.5,4.0,3.9,6.5,1.7,37.0
PRJ-0400,Ratnapura,Residential,Laterite,10454.0,4.0,15.0,7.0,297491000.0,56238.0,190626000.0,3.0,1.0,29.0,0,5.2,2.7,5.6,12.0,6.2,4.7,8.1,2.9,47.4
PRJ-0401,Kalutara,Residential,Laterite,13668.0,3.0,13.0,6.0,367316000.0,83746.0,193641000.0,30.0,7.0,58.0,0,4.7,3.0,5.5,11.9,6.3,4.1,8.1,3.3,46.9
PRJ-0402,Puttalam,Commercial,Laterite,10576.0,3.0,14.0,4.0,313524000.0,65090.0,186049000.0,1.0,7.0,33.0,0,6.5,2.7,5.2,11.1,5.7,3.9,7.6,3.1,45.8
PRJ-0403,Mullaitivu,Residential,Laterite,1282.0,1.0,2.0,1.0,8321000.0,1628.0,4438000.0,4.0,10.0,23.0,0,4.6,1.6,2.9,4.4,2.1,2.0,3.6,1.3,22.5
PRJ-0404,Kegalle,Residential,Laterite,3979.0,4.0,19.0,9.0,122287000.0,26438.0,66779000.0,25.0,7.0,37.0,0,5.3,2.0,4.8,10.5,4.7,5.2,7.6,1.7,41.8
PRJ-0405,Vavuniya,Industrial,Rocky,2049.0,5.0,15.0,5.0,89666000.0,21491.0,52183000.0,13.0,12.0,40.0,0,6.7,2.5,6.3,10.7,5.0,4.5,7.1,1.8,44.6
PRJ-0406,Galle,Residential,Clay,13760.0,1.0,3.0,1.0,76092000.0,29541.0,42808000.0,17.0,11.0,18.0,0,3.4,3.6,5.0,8.5,5.0,2.1,5.2,3.4,36.2
PRJ-0407,Mullaitivu,Residential,Clay,1430.0,1.0,3.0,1.0,10276000.0,2163.0,5385000.0,28.0,10.0,18.0,1,3.9,2.0,3.7,4.4,2.1,2.0,4.1,1.3,23.5
PRJ-0408,Kandy,Industrial,Alluvial,9653.0,4.0,14.0,8.0,469041000.0,55368.0,246547000.0,30.0,1.0,39.0,1,5.7,2.4,6.0,13.3,6.8,4.8,8.7,3.1,50.8
PRJ-0409,Vavuniya,Commercial,Rocky,12495.0,4.0,9.0,2.0,542353000.0,59485.0,305194000.0,11.0,4.0,34.0,1,5.7,3.8,7.9,13.6,7.6,3.3,8.7,3.5,54.1
PRJ-0410,Polonnaruwa,Residential,Laterite,3652.0,3.0,10.0,3.0,66159000.0,23472.0,40595000.0,2.0,7.0,32.0,0,5.6,1.9,4.3,8.3,4.0,3.3,6.2,1.6,35.2
PRJ-0411,Colombo,Mixed-Use,Loam,11458.0,4.0,14.0,6.0,362335000.0,45829.0,229972000.0,25.0,11.0,21.0,0,5.0,2.6,5.3,12.4,6.5,4.4,8.2,3.1,47.5
PRJ-0412,Matara,Commercial,Clay,1787.0,3.0,12.0,4.0,36538000.0,8641.0,18730000.0,16.0,9.0,7.0,0,6.1,2.1,4.6,7.8,3.6,3.6,6.3,1.6,35.7
PRJ-0413,Batticaloa,Residential,Clay,8422.0,1.0,4.0,2.0,75632000.0,10069.0,42276000.0,2.0,5.0,20.0,0,4.7,2.8,4.5,6.8,3.8,2.3,5.6,2.5,33.0
PRJ-0414,Trincomalee,Residential,Rocky,8127.0,2.0,6.0,3.0,144905000.0,19352.0,74631000.0,29.0,2.0,50.0,0,3.4,3.2,5.5,8.2,4.4,2.9,6.2,2.5,36.3
PRJ-0415,Batticaloa,Commercial,Loam,10538.0,5.0,14.0,4.0,488884000.0,72025.0,245659000.0,19.0,7.0,34.0,0,7.0,2.5,5.8,13.2,7.0,4.3,8.3,3.1,51.2
PRJ-0416,Mannar,Commercial,Sandy,9641.0,1.0,2.0,1.0,97855000.0,21194.0,58640000.0,23.0,10.0,56.0,0,5.0,2.7,4.2,7.0,4.0,2.0,5.8,3.0,33.7
PRJ-0417,Anuradhapura,Residential,Loam,9960.0,4.0,10.0,4.0,307483000.0,34938.0,181528000.0,19.0,1.0,33.0,1,4.6,2.4,5.4,12.2,6.4,3.7,7.8,2.7,45.2
PRJ-0418,Ratnapura,Industrial,Clay,11629.0,5.0,10.0,4.0,583595000.0,93611.0,306068000.0,25.0,7.0,49.0,0,7.2,3.1,6.8,13.4,7.3,4.0,8.1,3.5,53.4
PRJ-0419,Ampara,Commercial,Loam,1900.0,2.0,6.0,3.0,22515000.0,3479.0,12047000.0,16.0,6.0,19.0,0,5.6,1.4,3.0,6.1,2.9,2.9,5.3,1.7,28.9
PRJ-0420,Gampaha,Residential,Sandy,7452.0,2.0,5.0,2.0,97568000.0,15147.0,49131000.0,22.0,7.0,50.0,1,4.6,2.4,4.7,8.2,4.6,2.6,6.3,2.3,35.7
PRJ-0421,Gampaha,Residential,Laterite,9432.0,3.0,14.0,7.0,213254000.0,40050.0,133335000.0,19.0,10.0,60.0,0,5.1,2.6,5.0,10.6,5.2,4.2,7.5,2.7,42.9
PRJ-0422,Ratnapura,Residential,Sandy,8221.0,5.0,18.0,9.0,310297000.0,62259.0,200515000.0,9.0,3.0,29.0,0,5.4,2.6,6.0,13.1,6.4,5.4,8.2,2.4,49.5
PRJ-0423,Monaragala,Commercial,Loam,5816.0,3.0,9.0,3.0,134765000.0,20280.0,70121000.0,1.0,3.0,55.0,0,5.6,1.9,4.1,9.0,4.6,3.3,6.6,2.3,37.4
PRJ-0424,Anuradhapura,Residential,Clay,1569.0,1.0,3.0,1.0,13709000.0,1950.0,7330000.0,10.0,7.0,42.0,0,4.5,2.1,3.6,4.2,2.2,2.0,4.4,1.3,24.3
PRJ-0425,Mullaitivu,Commercial,Clay,2143.0,5.0,12.0,6.0,70359000.0,9877.0,44345000.0,19.0,2.0,46.0,0,6.1,2.1,5.8,10.2,5.0,4.5,6.9,1.7,42.3
PRJ-0426,Monaragala,Commercial,Loam,14914.0,1.0,3.0,1.0,125867000.0,18262.0,80425000.0,1.0,1.0,51.0,0,4.8,3.0,4.1,9.0,5.3,2.0,6.4,3.9,38.5
PRJ-0427,Monaragala,Industrial,Loam,5158.0,3.0,11.0,6.0,164838000.0,33318.0,92795000.0,2.0,9.0,57.0,0,7.0,1.9,4.0,8.8,4.3,3.9,6.7,2.3,38.9
PRJ-0428,Kurunegala,Residential,Rocky,12721.0,5.0,17.0,6.0,485758000.0,135007.0,246568000.0,16.0,9.0,58.0,0,6.1,3.8,7.7,14.3,7.5,4.9,8.8,3.2,56.3
PRJ-0429,Polonnaruwa,Industrial,Sandy,12898.0,3.0,9.0,4.0,401892000.0,49096.0,203321000.0,12.0,7.0,56.0,0,6.6,3.2,5.7,11.1,6.1,3.5,7.7,3.6,47.5
PRJ-0430,Jaffna,Residential,Rocky,10569.0,5.0,24.0,8.0,303267000.0,84509.0,177743000.0,8.0,7.0,42.0,0,6.3,3.5,7.6,14.3,6.9,5.5,9.3,2.9,56.3
PRJ-0431,Nuwara Eliya,Industrial,Laterite,7580.0,3.0,13.0,5.0,165640000.0,47150.0,92582000.0,23.0,3.0,27.0,0,5.5,2.3,4.7,9.7,5.0,3.9,7.1,2.7,40.9
PRJ-0432,Ampara,Residential,Laterite,13000.0,2.0,7.0,2.0,191405000.0,21025.0,96525000.0,18.0,10.0,29.0,0,4.7,3.0,4.8,10.1,5.5,2.7,6.9,3.2,40.9
PRJ-0433,Monaragala,Residential,Clay,7402.0,3.0,11.0,6.0,159813000.0,42968.0,93888000.0,2.0,2.0,46.0,0,4.6,2.7,5.4,9.6,4.9,4.0,6.9,2.4,40.5
PRJ-0434,Kilinochchi,Commercial,Loam,14086.0,2.0,7.0,3.0,186890000.0,59942.0,93762000.0,25.0,11.0,11.0,1,4.5,2.8,5.1,11.1,6.4,2.9,7.7,3.7,44.2
PRJ-0435,Matale,Residential,Clay,12343.0,3.0,7.0,3.0,284128000.0,34358.0,175621000.0,29.0,7.0,26.0,1,4.7,3.3,6.6,11.9,6.6,3.2,8.0,3.2,47.5
PRJ-0436,Colombo,Residential,Sandy,13787.0,5.0,15.0,7.0,451405000.0,70729.0,246451000.0,13.0,9.0,21.0,1,6.2,3.2,7.6,16.0,8.0,4.9,9.9,3.4,59.2
PRJ-0437,Matara,Commercial,Alluvial,3149.0,5.0,10.0,4.0,147706000.0,33774.0,74745000.0,6.0,1.0,22.0,0,6.4,1.6,5.1,10.5,5.2,4.1,6.9,1.8,41.6
PRJ-0438,Badulla,Commercial,Clay,12594.0,5.0,17.0,9.0,650807000.0,97764.0,382839000.0,21.0,4.0,53.0,1,6.0,3.3,7.4,15.1,7.8,5.4,9.2,3.4,57.6
PRJ-0439,Mannar,Commercial,Loam,6499.0,4.0,14.0,6.0,171046000.0,21313.0,95726000.0,26.0,6.0,45.0,1,6.3,2.0,4.9,11.3,5.6,4.3,7.7,2.4,44.5
PRJ-0440,Mannar,Commercial,Rocky,2041.0,1.0,2.0,1.0,11700000.0,2369.0,7559000.0,6.0,7.0,14.0,0,5.4,2.5,4.3,4.4,2.3,2.1,3.6,1.7,26.3
PRJ-0441,Matale,Residential,Rocky,1925.0,5.0,24.0,8.0,77057000.0,13763.0,44819000.0,9.0,10.0,14.0,1,6.3,2.5,7.0,12.6,5.3,5.6,8.7,1.4,49.4
PRJ-0442,Galle,Residential,Loam,11593.0,2.0,9.0,4.0,167951000.0,41041.0,90910000.0,16.0,7.0,11.0,0,4.7,2.5,4.4,9.5,5.3,3.2,7.1,3.1,39.8
PRJ-0443,Kandy,Residential,Clay,10182.0,5.0,20.0,10.0,389379000.0,92983.0,236126000.0,11.0,10.0,52.0,1,6.1,3.1,7.0,14.4,7.0,5.8,9.0,2.7,55.1
PRJ-0444,Nuwara Eliya,Residential,Sandy,7564.0,4.0,14.0,5.0,250268000.0,66369.0,135326000.0,7.0,2.0,54.0,0,5.0,2.4,5.5,11.2,5.6,4.3,7.6,2.4,44.0
PRJ-0445,Vavuniya,Industrial,Loam,5901.0,2.0,9.0,2.0,134044000.0,14192.0,85203000.0,10.0,4.0,42.0,0,5.5,1.8,3.7,7.7,3.9,2.9,6.3,2.5,34.3
PRJ-0446,Polonnaruwa,Commercial,Clay,13123.0,4.0,9.0,4.0,578996000.0,81547.0,322042000.0,10.0,5.0,31.0,0,6.8,3.3,6.5,12.3,6.9,3.7,7.9,3.6,51.0
PRJ-0447,Ampara,Residential,Sandy,13831.0,2.0,8.0,2.0,191192000.0,42784.0,111366000.0,30.0,12.0,56.0,0,3.4,3.1,5.2,10.3,5.7,2.8,7.4,3.4,41.3
PRJ-0448,Kalutara,Residential,Clay,14852.0,3.0,7.0,3.0,298446000.0,60948.0,151487000.0,25.0,1.0,37.0,0,3.9,3.6,6.2,11.6,6.6,3.2,7.6,3.5,46.2
PRJ-0449,Ratnapura,Mixed-Use,Clay,13440.0,1.0,4.0,2.0,97504000.0,13935.0,54984000.0,20.0,1.0,5.0,1,3.7,3.4,5.5,9.1,5.3,2.4,6.2,3.5,39.1
PRJ-0450,Matara,Residential,Loam,8643.0,1.0,2.0,1.0,44871000.0,18742.0,28038000.0,18.0,10.0,48.0,1,4.2,2.2,3.6,7.0,3.9,2.0,4.5,2.4,29.8
PRJ-0451,Polonnaruwa,Commercial,Clay,872.0,4.0,18.0,6.0,30855000.0,6957.0,19156000.0,28.0,3.0,57.0,1,5.2,1.9,5.7,10.5,4.4,4.6,7.8,1.5,41.6
PRJ-0452,Trincomalee,Residential,Loam,6272.0,1.0,4.0,2.0,36042000.0,9393.0,19234000.0,24.0,10.0,38.0,0,3.9,1.8,3.1,6.2,3.2,2.4,4.3,2.2,27.1
PRJ-0453,Vavuniya,Commercial,Rocky,10906.0,4.0,9.0,4.0,471460000.0,71742.0,251718000.0,20.0,3.0,8.0,0,5.5,3.6,6.9,11.9,6.3,3.7,7.5,3.2,48.6
PRJ-0454,Puttalam,Residential,Laterite,5989.0,4.0,13.0,6.0,170671000.0,26787.0,106259000.0,29.0,12.0,21.0,0,4.3,2.1,5.1,10.6,5.2,4.4,7.3,2.1,41.1
PRJ-0455,Jaffna,Industrial,Sandy,3272.0,4.0,19.0,11.0,131337000.0,20434.0,83998000.0,9.0,8.0,8.0,1,7.3,2.0,5.3,10.8,4.9,5.5,7.7,2.0,45.5
PRJ-0456,Anuradhapura,Mixed-Use,Clay,12038.0,1.0,3.0,1.0,84407000.0,21343.0,43411000.0,15.0,9.0,47.0,0,4.8,3.3,4.9,7.9,4.7,2.1,5.6,3.2,36.5
PRJ-0457,Kurunegala,Commercial,Clay,1507.0,4.0,18.0,8.0,35670000.0,9170.0,20243000.0,4.0,11.0,58.0,0,6.0,2.0,5.1,9.6,4.2,5.0,7.0,1.4,40.3
PRJ-0458,Kegalle,Commercial,Rocky,2604.0,1.0,3.0,1.0,15112000.0,5693.0,8321000.0,8.0,12.0,30.0,0,4.5,2.6,4.3,4.8,2.4,2.1,3.8,1.8,26.3
PRJ-0459,Anuradhapura,Mixed-Use,Rocky,7504.0,4.0,12.0,6.0,221091000.0,49703.0,139421000.0,9.0,1.0,8.0,0,5.5,3.2,6.5,10.9,5.5,4.2,7.3,2.5,45.6
PRJ-0460,Ratnapura,Commercial,Clay,4513.0,5.0,14.0,4.0,137662000.0,29771.0,70556000.0,13.0,11.0,5.0,1,6.1,2.3,6.3,11.9,5.9,4.3,7.8,2.0,46.6
PRJ-0461,Matale,Residential,Alluvial,5851.0,4.0,10.0,5.0,169230000.0,44023.0,89974000.0,9.0,2.0,11.0,0,4.9,2.1,4.9,10.1,5.3,3.9,6.9,1.9,40.0
PRJ-0462,Badulla,Commercial,Clay,11556.0,2.0,8.0,3.0,244536000.0,24005.0,149869000.0,26.0,10.0,34.0,0,5.4,3.2,5.4,9.4,5.2,2.9,7.0,3.2,41.7
PRJ-0463,Ratnapura,Commercial,Loam,3275.0,4.0,12.0,5.0,138747000.0,17532.0,70441000.0,4.0,2.0,54.0,1,5.9,1.6,4.5,10.4,4.9,4.2,7.2,1.9,40.6
PRJ-0464,Hambantota,Residential,Rocky,4410.0,3.0,10.0,3.0,98771000.0,17010.0,56683000.0,17.0,4.0,13.0,0,4.1,2.8,5.6,8.5,4.2,3.4,6.4,1.8,36.8
PRJ-0465,Mannar,Commercial,Laterite,5055.0,4.0,13.0,7.0,137762000.0,28400.0,78017000.0,16.0,2.0,39.0,0,5.6,2.0,4.9,10.4,5.1,4.4,7.1,2.2,41.7
PRJ-0466,Badulla,Mixed-Use,Rocky,11815.0,2.0,7.0,2.0,227817000.0,44767.0,125336000.0,15.0,7.0,12.0,0,5.2,3.6,6.0,9.3,5.2,2.7,6.9,3.3,42.2
PRJ-0467,Colombo,Mixed-Use,Laterite,8197.0,2.0,9.0,3.0,160014000.0,24228.0,89478000.0,3.0,9.0,28.0,0,5.7,2.5,4.3,8.4,4.4,2.9,6.4,2.5,37.1
PRJ-0468,Colombo,Residential,Sandy,2535.0,1.0,4.0,1.0,13651000.0,4846.0,7911000.0,25.0,7.0,23.0,0,3.9,1.9,3.3,4.8,2.4,2.1,3.6,1.5,23.5
PRJ-0469,Ampara,Residential,Laterite,10577.0,5.0,16.0,8.0,413477000.0,84991.0,216747000.0,20.0,12.0,40.0,0,5.0,2.7,6.2,13.7,7.0,4.9,8.4,2.8,50.7
PRJ-0470,Gampaha,Mixed-Use,Clay,9058.0,4.0,17.0,8.0,241223000.0,46337.0,141308000.0,5.0,6.0,54.0,0,6.4,2.9,6.1,12.0,5.9,4.9,8.0,2.8,49.0
PRJ-0471,Monaragala,Industrial,Laterite,12053.0,1.0,4.0,2.0,136882000.0,23310.0,84978000.0,23.0,10.0,56.0,0,5.6,2.9,4.2,8.0,4.7,2.2,6.2,3.5,37.3
PRJ-0472,Trincomalee,Residential,Loam,8779.0,5.0,18.0,6.0,394509000.0,49760.0,242238000.0,5.0,1.0,47.0,0,5.5,2.1,5.5,13.1,6.5,4.9,8.5,2.6,48.7
PRJ-0473,Mullaitivu,Mixed-Use,Laterite,3228.0,4.0,19.0,9.0,68826000.0,14386.0,36002000.0,20.0,11.0,31.0,1,5.1,1.7,5.1,10.9,4.9,5.1,8.0,1.8,42.6
PRJ-0474,Matara,Industrial,Loam,13145.0,3.0,7.0,3.0,471383000.0,59401.0,246245000.0,15.0,10.0,36.0,0,6.6,2.7,5.0,11.1,6.1,3.2,7.3,3.7,45.7
PRJ-0475,Vavuniya,Residential,Rocky,8226.0,4.0,9.0,4.0,240260000.0,38339.0,129795000.0,18.0,9.0,18.0,0,5.6,3.1,6.6,10.7,5.8,3.7,7.1,2.4,45.0
PRJ-0476,Badulla,Commercial,Loam,9333.0,2.0,9.0,5.0,207198000.0,15170.0,114821000.0,15.0,5.0,22.0,0,5.6,2.2,4.0,8.8,4.7,3.5,6.5,2.9,38.2
PRJ-0477,Colombo,Residential,Rocky,6049.0,2.0,6.0,1.0,79757000.0,20659.0,44765000.0,2.0,11.0,32.0,0,4.3,3.0,5.4,7.4,3.9,2.6,5.9,2.1,34.6
PRJ-0478,Trincomalee,Residential,Clay,11766.0,3.0,13.0,6.0,293441000.0,53495.0,176638000.0,29.0,5.0,33.0,0,4.8,3.2,6.0,11.2,5.9,4.1,7.8,3.0,46.0
PRJ-0479,Galle,Residential,Clay,6091.0,1.0,4.0,1.0,29120000.0,8672.0,14808000.0,13.0,6.0,20.0,0,4.3,2.5,4.1,6.2,3.2,2.1,4.1,2.1,28.6
PRJ-0480,Matale,Industrial,Sandy,3617.0,5.0,10.0,4.0,152136000.0,38951.0,76859000.0,4.0,9.0,39.0,0,8.0,2.0,5.5,10.7,5.3,4.1,7.0,2.1,44.7
PRJ-0481,Monaragala,Residential,Clay,11653.0,4.0,18.0,6.0,223811000.0,74564.0,125063000.0,10.0,8.0,51.0,0,5.7,3.2,6.4,12.8,6.5,4.5,8.6,3.0,50.7
PRJ-0482,Ratnapura,Residential,Laterite,10224.0,2.0,6.0,2.0,181763000.0,41076.0,109889000.0,13.0,8.0,35.0,0,4.8,2.6,4.6,8.7,4.8,2.6,6.6,2.8,37.5
PRJ-0483,Kalutara,Residential,Sandy,4674.0,1.0,3.0,1.0,38216000.0,4652.0,20217000.0,10.0,8.0,8.0,0,4.4,2.2,3.5,5.2,2.9,2.1,4.8,1.9,27.0
PRJ-0484,Mannar,Residential,Alluvial,11393.0,3.0,11.0,5.0,284932000.0,54580.0,169884000.0,29.0,1.0,41.0,0,3.9,2.7,5.0,10.8,5.8,3.9,7.5,3.0,42.6
PRJ-0485,Trincomalee,Industrial,Sandy,10486.0,2.0,9.0,3.0,256051000.0,42262.0,138005000.0,9.0,1.0,21.0,0,5.6,2.8,4.8,9.3,5.0,3.0,6.8,3.2,40.5
PRJ-0486,Anuradhapura,Residential,Clay,14909.0,3.0,6.0,3.0,218400000.0,72294.0,138228000.0,8.0,8.0,43.0,0,5.5,3.6,6.2,11.5,6.6,3.1,7.4,3.6,47.5
PRJ-0487,Matale,Residential,Laterite,5011.0,4.0,13.0,5.0,124978000.0,36184.0,79280000.0,3.0,5.0,52.0,0,6.1,2.1,4.9,10.2,5.0,4.1,7.0,1.9,41.3
PRJ-0488,Monaragala,Commercial,Rocky,1461.0,5.0,20.0,6.0,44009000.0,9649.0,23967000.0,16.0,9.0,50.0,1,7.0,2.4,6.7,11.4,5.2,5.0,8.0,1.5,47.2
PRJ-0489,Mullaitivu,Residential,Loam,12875.0,2.0,8.0,4.0,140301000.0,23933.0,74991000.0,14.0,2.0,30.0,0,3.8,2.7,4.5,10.0,5.5,3.2,7.1,3.2,40.0
PRJ-0490,Batticaloa,Residential,Loam,14553.0,2.0,8.0,3.0,161019000.0,41944.0,90444000.0,9.0,9.0,52.0,0,4.8,2.8,4.7,10.4,5.9,3.0,7.5,3.4,42.5
PRJ-0491,Matale,Residential,Rocky,12611.0,4.0,9.0,3.0,333484000.0,68214.0,178774000.0,30.0,12.0,43.0,0,4.4,3.7,7.1,12.3,6.8,3.5,7.8,3.2,48.8
PRJ-0492,Ampara,Residential,Sandy,10860.0,1.0,2.0,1.0,61995000.0,21871.0,37250000.0,21.0,8.0,45.0,0,4.1,2.9,4.3,7.4,4.3,2.0,5.0,2.9,32.9
PRJ-0493,Kurunegala,Residential,Alluvial,11326.0,5.0,15.0,5.0,280568000.0,64648.0,175049000.0,11.0,9.0,8.0,0,6.2,2.6,6.1,13.6,7.2,4.4,8.5,2.9,51.5
PRJ-0494,Batticaloa,Residential,Alluvial,4174.0,2.0,8.0,2.0,43858000.0,17977.0,26357000.0,3.0,4.0,34.0,0,4.3,1.8,3.6,6.9,3.5,2.8,5.8,1.8,30.5
PRJ-0495,Polonnaruwa,Residential,Rocky,10008.0,5.0,14.0,5.0,258344000.0,107155.0,161117000.0,5.0,1.0,34.0,1,5.4,3.5,7.8,14.0,7.2,4.4,8.6,2.8,53.7
PRJ-0496,Matale,Industrial,Clay,13398.0,2.0,5.0,2.0,333085000.0,30727.0,186377000.0,29.0,1.0,26.0,0,4.9,3.5,5.6,9.8,5.7,2.6,6.8,3.7,42.6
PRJ-0497,Mannar,Residential,Rocky,1007.0,5.0,24.0,11.0,39861000.0,6481.0,20865000.0,10.0,5.0,15.0,1,6.2,2.4,6.5,11.7,4.8,6.0,8.2,1.2,47.0
PRJ-0498,Trincomalee,Commercial,Clay,3465.0,3.0,6.0,3.0,115059000.0,21349.0,70266000.0,13.0,2.0,6.0,0,5.3,2.3,4.8,7.8,3.9,3.1,5.9,1.9,35.0
PRJ-0499,Trincomalee,Commercial,Clay,3293.0,2.0,9.0,4.0,53337000.0,14181.0,29552000.0,4.0,8.0,48.0,0,6.0,2.3,4.3,6.8,3.3,3.2,5.8,1.8,33.5
PRJ-0500,Badulla,Residential,Sandy,7613.0,5.0,20.0,7.0,218975000.0,54083.0,131536000.0,24.0,10.0,16.0,0,5.7,2.5,5.9,12.8,6.3,5.2,8.5,2.3,49.2
